City, Nominatim_Lat, Nominatim_Lon, Nominatim_ping_ms, Google_Lat, Google_Lon, Google_ping_ms, MapQuest_Lat, MapQuest_Lon, MapQuest_ping_ms, Here_Lat, Here_Lon, Here_ping_ms, OpenCage_Lat, OpenCage_Lon, OpenCage_ping_ms
Yong, 5.0935705, 10.0417471, 630, 42.6061189, -76.1967613, 55, 5.09357, 10.041747, 629, 9.49249, -0.87786, 483, 5.0935705, 10.0417471, 123
Jericho, 31.855987, 35.4598851, 970, 31.856982, 35.460567, 831, 31.855987, 35.459885, 651, 40.79101, -73.53813, 302, 31.855987, 35.4598851, 81
Gaur, 48.8444481, 2.3587844, 781, 26.766667, 85.266667, 181, 52.4461, 117.023782, 79, 26.77969, 85.27557, 297, 23.1196582, 80.0157682, 581
Cape Town, -33.9289049, 18.4172485, 627, -33.9248685, 18.4240553, 557, -33.928905, 18.417248, 570, -33.91909, 18.42199, 306, -33.9289049, 18.4172485, 407
Ur, 46.7864413, 8.6420159, 726, 46.7738629, 8.6025153, 966, 46.786441, 8.642016, 170, 42.46145, 1.93741, 342, 46.7864413, 8.6420159, 82
Cuttack, 20.36244015, 85.4638001535814, 543, 20.462521, 85.8829895, 97, 20.36244, 85.4638, 798, 20.46237, 85.88263, 304, 20.3640012, 85.4611959771, 130
Hangzhou, 30.2665643, 120.149335, 586, 30.274085, 120.15507, 794, 30.266564, 120.149335, 579, 30.27296, 120.15567, 118, 30.2665643, 120.149335, 528
Århus, 56.1496278, 10.2134046, 907, 56.162939, 10.203921, 434, 56.149628, 10.213405, 678, 56.15302, 10.20487, 288, 56.1496278, 10.2134046, 901
Taiyuan, 37.9346794, 112.159097002187, 456, 37.87059, 112.548879, 498, 37.934679, 112.159097, 615, 37.8706, 112.55112, 303, 37.8527666, 112.5531768, 853
Panama City, 30.1600827, -85.6545729, 255, 8.983333, -79.516667, 845, 30.160083, -85.654573, 607, 8.95242, -79.53539, 305, 30.1600827, -85.6545729, 493
Ayutthaya, 14.3560372, 100.5722073, 576, 14.3532358, 100.5689675, 738, 14.356037, 100.572207, 686, 14.35051, 100.58077, 592, 14.3560372, 100.5722073, 63
Peshawar, 34.0123846, 71.5787458, 520, 34.0149748, 71.5804899, 590, 34.012385, 71.578746, 904, 34.00761, 71.51705, 307, 34.0123846, 71.5787458, 893
Vera Cruz, -12.956845, -38.615295, 666, -22.218785, -49.8212031, 877, -12.956845, -38.615295, 777, -12.96248, -38.608, 312, -12.956845, -38.615295, 473
Bago, 17.336667, 96.479722, 979, 18.3312802, 96.0679194, 504, 17.336667, 96.479722, 138, 10.5155, 122.95989, 394, 18.1995755, 96.2724471009, 488
Madrid, 40.4167047, -3.7035825, 519, 40.4167754, -3.7037902, 28, 40.416705, -3.703582, 619, 40.42028, -3.70578, 79, 40.4167047, -3.7035825, 524
Baku, 40.3925137, 49.8466787, 20, 40.4349504, 49.8676232, 485, 40.392514, 49.846679, 981, 40.41061, 49.87226, 343, 40.3925137, 49.8466787, 186
Taosi, 35.896956, 111.498749, 538, 40.9241892, 119.556964, 372, 35.896956, 111.498749, 508, 29.21632, 120.03803, 520, 35.896956, 111.498749, 705
Umma, 10.4, 6.066667, 464, 42.2755696, -83.7398206, 828, 10.4, 6.066667, 489, -30.7052097, 152.9662323, 358, 10.4, 6.066667, 876
Knossos, 35.2984303, 25.1596422, 968, 35.3621371, 24.4749611, 454, 35.29843, 25.159642, 919, NA, NA, 304, 35.2984303, 25.1596422, 926
Old Cairo, 30.0174047, 31.2333171, 477, 30.0047726, 31.2454674, 692, 30.017405, 31.233317, 539, 32.47118, -116.8165131, 359, 30.0174047, 31.2333171, 203
Tell Churra, NA, NA, 468, NA, NA, 647, NA, NA, 650, NA, NA, 319, NA, NA, 853
Ray, 39.3661726, -93.9888262, 109, 54.7066056, 32.0171706, 41, 39.366173, -93.988826, 589, 48.34233, -103.16475, 410, 39.3661726, -93.9888262, 137
St. Augustine Florida, 29.894691, -81.314517, 559, 29.895833, -81.311667, 215, 29.894691, -81.314517, 932, 29.89213, -81.31426, 389, 29.894691, -81.314517, 231
Tres Zapotes, 18.466667, -95.436389, 668, 18.4657722, -95.4336596, 485, 18.466667, -95.436389, 567, 19.3756905, -99.1515121, 324, 18.466667, -95.436389, 899
Adelaide, -34.9274284, 138.599899, 708, -34.9286212, 138.5999594, 463, -34.927428, 138.599899, 755, -34.9261, 138.59989, 380, -34.9274284, 138.599899, 544
Kerikeri, -35.2286313, 173.9494875, 587, -35.2286099, 173.9477921, 777, -35.228631, 173.949488, 656, -35.22734, 173.94899, 423, -35.2286313, 173.9494875, 23
Mexico City, 19.4325301, -99.1332102, 565, 19.4326077, -99.133208, 952, 19.43253, -99.13321, 617, 19.43196, -99.13313, 429, 19.4325301, -99.1332102, 758
Amarna, 43.7044931, -72.2812216966113, 616, 43.7044162, -72.2812001, 614, NA, NA, 570, 36.35075, 6.59363, 321, 43.70450085, -72.2812122868, 10
Niš, 43.321504, 21.8957301, 756, 43.3, 21.9, 487, 43.321504, 21.89573, 955, 43.32038, 21.8922, 408, 43.321504, 21.8957301, 681
Kaifeng, 34.7961106, 114.3472038, 796, 34.797239, 114.307582, 756, 34.796111, 114.347204, 538, 34.79704, 114.30732, 367, 34.7961106, 114.3472038, 792
Heraklion, 35.3340134, 25.1328543, 648, 35.3387352, 25.1442126, 982, 35.334013, 25.132854, 586, 35.34124, 25.14422, 437, 35.3340134, 25.1328543, 93
Marseilles, 41.3308666, -88.7081293, 667, 43.296482, 5.36978, 977, 41.330867, -88.708129, 598, 41.33023, -88.70815, 725, 43.2961743, 5.3699525, 911
Launceston, -41.4340813, 147.1373496, 542, -41.4261807, 147.1124679, 87, -41.434081, 147.13735, 619, -41.43601, 147.13779, 287, -41.4340813, 147.1373496, 281
Salona, 43.5395523165124, 16.4834332512813, 786, 43.5422549, 16.4919632, 328, 41.084235, -77.46304, 599, 43.54515, 16.4916, 326, 43.53982905, 16.4835713156, 922
Patna, 25.46771, 85.1899334219656, 857, 25.611, 85.144, 173, 25.46771, 85.189933, 796, 25.60631, 85.14137, 309, 25.467933, 85.1895388485, 388
Lamu, -2.0655725, 40.7276477557642, 608, -2.2695575, 40.9006408, 33, -2.065572, 40.727648, 711, -2.38601, 40.69706, 286, -2.05869805, 40.7306193147, 852
Puri, 19.8076083, 85.8252538, 980, 19.8133822, 85.8314655, 535, 19.807608, 85.825254, 131, 19.8081, 85.83347, 494, 19.8076083, 85.8252538, 33
Marrakesh, 31.6267337, -7.9883921, 826, 31.63, -8.008889, 877, 31.626734, -7.988392, 979, 31.63383, -8.00223, 447, 31.6259901, -7.9886083, 572
Nara, 34.6845445, 135.8048359, 229, 34.6850869, 135.8050002, 728, 34.684544, 135.804836, 29, 33.54382, 73.49353, 482, 34.6845445, 135.8048359, 858
Ioannina, 39.6639818, 20.8522784, 475, 39.6650288, 20.8537466, 345, 39.663982, 20.852278, 678, 39.66859, 20.85638, 357, 39.6639818, 20.8522784, 607
Kerma, 36.7526284, 7.6788886, 912, 62.393959, 28.7593888, 817, 36.752628, 7.678889, 685, 24.6152, 87.59654, 304, 10.3, 11.55, 833
Hattushash, NA, NA, 456, NA, NA, 706, NA, NA, 425, NA, NA, 304, NA, NA, 781
Axum, 14.122015, 38.7305334, 717, 14.1340317, 38.7472905, 983, 14.122015, 38.730533, 595, 43.7417297, -79.2788925, 348, 14.122015, 38.7305334, 159
Bruges, 51.2318283, 3.20778222299101, 685, 51.209348, 3.2246995, 493, 51.231828, 3.207782, 710, 51.20848, 3.2245, 654, 51.2315785, 3.20809951603, 574
Cholula, 20.743333, -98.502222, 768, 19.0764375, -98.3018297, 535, 20.743333, -98.502222, 761, 19.07767, -98.30288, 318, 20.743333, -98.502222, 365
Marrakech, 31.6267337, -7.9883921, 808, 31.63, -8.008889, 828, 31.626734, -7.988392, 0, 31.63383, -8.00223, 376, 31.6259901, -7.9886083, 894
Argos, 37.6353109, 22.7259515, 528, 37.6351721, 22.7288576, 765, 37.635311, 22.725952, 919, 37.63111, 22.72343, 377, 37.6353109, 22.7259515, 407
Paithan, 19.4752252, 75.3921611, 510, 19.48, 75.38, 839, 19.475225, 75.392161, 915, 19.47498, 75.38534, 518, 19.4752252, 75.3921611, 833
Hobart, -42.8825088, 147.3281233, 670, -42.8819032, 147.3238148, 889, -42.882509, 147.328123, 840, -42.88164, 147.33163, 357, -42.8825088, 147.3281233, 131
Mahasthangarh, NA, NA, 419, 24.9624878, 89.3443342, 890, NA, NA, 230, NA, NA, 347, NA, NA, 800
Palermo, 38.111051, 13.335745, 757, 38.1156879, 13.3612671, 612, 38.111051, 13.335745, 781, 38.12137, 13.35844, 365, 38.11127, 13.3534422, 600
Erlitou, NA, NA, 416, NA, NA, 687, NA, NA, 447, 34.6975594, 112.6931534, 293, NA, NA, 51
Wuchang, 44.9159466, 127.1521717, 677, 30.55412, 114.316082, 458, 44.915947, 127.152172, 701, 44.93178, 127.16744, 393, 44.9159466, 127.1521717, 11
Kalinjar, 34.1629034, 72.8793894, 597, 25.011586, 80.4729768, 809, 34.162903, 72.879389, 545, 26.94303, 78.57392, 306, 34.1629034, 72.8793894, 901
Teotihuacán, 19.6900777, -98.8453892946894, 610, 19.689722, -98.860833, 996, 20.668849, -101.343143, 980, 19.68505, -98.86892, 313, 19.69008965, -98.8453680558, 982
Veria, 46.4519, 5.42422, 596, 40.5193618, 22.2052162, 612, 46.4519, 5.42422, 1, 46.45221, 5.42495, 289, 46.4512991, 5.4233862, 887
Heracleopolis, 29.0875377, 30.9442447, 595, 29.0918876, 30.9187827, 539, 29.087538, 30.944245, 470, NA, NA, 463, 29.0875377, 30.9442447, 408
Sarai, 25.7064, 85.8352, 955, 53.721944, 40.991389, 874, 25.7064, 85.8352, 1, 53.73008, 40.99716, 369, 25.7064, 85.8352, 90
Xiadu, NA, NA, 589, 26.001219, 117.3575889, 524, NA, NA, 788, 22.95208, 114.1512, 114, NA, NA, 726
Sremska Mitrovica, 44.9716042, 19.616868, 536, 44.983333, 19.616667, 716, 44.971604, 19.616868, 582, 44.97154, 19.61913, 385, 44.9716042, 19.616868, 873
Ribe, 55.3284036, 8.7647838, 706, 55.326936, 8.774665, 801, 55.328404, 8.764784, 708, 55.32968, 8.76562, 306, 55.3284036, 8.7647838, 627
Beijing, 40.2505379, 116.625088590652, 3, 39.90403, 116.407526, 497, 40.250538, 116.625089, 768, 39.90469, 116.40708, 781, 39.9059093, 116.3913489, 132
Madurai, 9.9248807, 77.9966469968149, 544, 9.9252007, 78.1197754, 907, 9.924881, 77.996647, 634, 9.92417, 78.12416, 300, 9.9248807, 77.9966469968, 827
Tell Leilan, NA, NA, 530, NA, NA, 527, NA, NA, 635, NA, NA, 336, NA, NA, 883
Santa Fe de Bogota, NA, NA, 63, 4.5961285, -74.0417628, 475, NA, NA, 9, 37.1872406, -3.7224, 514, 51.820706, 12.21619, 498
Avaris, 46.3839347, 12.8298358, 757, -23.71091, -46.77512, 183, 46.383935, 12.829836, 691, NA, NA, 114, 46.3839347, 12.8298358, 47
Memphis, 35.1490215, -90.0516285, 676, 35.1495343, -90.0489801, 870, 35.149022, -90.051628, 79, 35.14977, -90.04926, 414, 35.1490215, -90.0516285, 725
Reykjavík, 64.145981, -21.9422367, 586, 64.133333, -21.933333, 55, 64.145981, -21.942237, 660, 64.14741, -21.93399, 308, 64.145981, -21.9422367, 883
Qufu, 35.5959895, 116.9812927, 626, 35.581137, 116.986532, 641, 35.59599, 116.981293, 672, 35.58081, 116.98651, 758, 35.5959895, 116.9812927, 942
Hebron, 31.5302006, 35.094777, 719, 31.532569, 35.099826, 74, 31.530201, 35.094777, 646, 41.31846, -87.19556, 298, 31.5302006, 35.094777, 163
Stara Zagora, 42.4247421, 25.6257235, 266, 42.4257769, 25.6344644, 873, 42.424742, 25.625724, 506, 42.42274, 25.63546, 385, 42.4247421, 25.6257235, 93
Khambhat, 22.3166129, 72.6244017, 524, 22.3228875, 72.6299003, 141, 22.316613, 72.624402, 510, 22.32397, 72.62132, 674, 22.3166129, 72.6244017, 143
Kollam, 8.87816635, 76.7511188076101, 540, 8.8932118, 76.6141396, 63, 8.878166, 76.751119, 513, 8.8869, 76.59228, 297, 8.8787461, 76.7653507753, 945
Kagoshima, 31.5999994, 130.550003, 206, 31.5965535, 130.5571158, 851, 31.448829, 130.228876, 538, 31.56432, 130.5571, 282, 31.442849, 130.226402277, 872
Florence, 43.7698712, 11.2555757, 729, 43.7710332, 11.2480006, 881, 43.769871, 11.255576, 749, 43.78237, 11.255, 307, 43.7698712, 11.2555757, 98
Gyeongju, 35.8377869, 129.215273, 619, 35.8561719, 129.2247477, 833, 35.837787, 129.215273, 610, NA, NA, 612, 35.8377869, 129.215273, 350
Tula, 45.2678158, 1.7706904, 797, 54.204836, 37.6184915, 746, 54.193826, 37.615872, 668, 54.19408, 37.61874, 414, 54.1938261, 37.6158717, 926
Córdoba, 37.8844099, -4.7794976, 57, 37.8881751, -4.7793835, 885, 37.88441, -4.779498, 839, 37.8697, -4.77927, 304, 37.8844874, -4.7795023, 406
Beidha, 34.4677091, 2.1706875, 488, NA, NA, 667, 34.423592, 2.04306, 519, 34.47664, 2.17165, 390, 34.4662548, 2.1694487, 358
Granada, 37.1830197, -3.602192, 716, 37.1773363, -3.5985571, 837, 37.18302, -3.602192, 849, 12.0521, -61.75396, 742, 37.1830197, -3.602192, 435
Izapa, 14.9235995401518, -92.1798309608696, 467, 25.5603612, -100.9521308, 467, NA, NA, 510, 32.6366501, -115.3793488, 358, 14.9285119, -92.1769141137, 984
Pyeongyang, 39.0195178, 125.7530879, 555, 39.0392193, 125.7625241, 639, 39.019518, 125.753088, 596, 39.0119591, 125.7868576, 674, 39.0195178, 125.7530879, 873
Patras, 38.2462033, 21.7352492, 906, 38.2466395, 21.734574, 543, 38.246203, 21.735249, 751, 38.24425, 21.73257, 291, 38.2462033, 21.7352492, 647
Tyre, 33.2721211, 35.1964023, 526, 33.2721571, 35.203278, 476, 33.272121, 35.196402, 527, 42.9932098, -76.8055801, 318, 33.2721211, 35.1964023, 813
Xuchang, 34.0316195, 113.8237291, 478, 34.035506, 113.85264, 536, 34.03162, 113.823729, 606, 34.03536, 113.85234, 552, 34.0316195, 113.8237291, 118
Singapore, 1.2904527, 103.852038, 578, 1.352083, 103.819836, 647, 1.290453, 103.852038, 863, 1.29017, 103.852, 913, 1.2904527, 103.852038, 954
Carthage, 36.851627, 10.3304407, 786, 37.176447, -94.3102228, 384, 36.851627, 10.330441, 649, 37.17675, -94.314, 306, 36.851627, 10.3304407, 38
Dhar, 22.580678, 75.2269861165095, 528, 22.6012922, 75.3024655, 558, 22.580678, 75.226986, 708, 22.5953, 75.30061, 325, 22.5757719, 75.2169481933, 869
Shahr-i Sokhta, NA, NA, 947, 30.65, 61.4, 490, NA, NA, 556, NA, NA, 304, NA, NA, 253
Yeha, 14.2858527, 39.0170739, 527, 14.283333, 39.016667, 961, 14.285853, 39.017074, 577, 31.63694, 99.98845, 453, 14.2858527, 39.0170739, 763
Maydanets, NA, NA, 439, NA, NA, 917, NA, NA, 820, NA, NA, 831, NA, NA, 912
Évora, 38.5707742, -7.9092808, 606, 38.571431, -7.913502, 456, 38.570774, -7.909281, 647, 38.56932, -7.91446, 304, 38.5707742, -7.9092808, 301
Dur-Kurigalzu, NA, NA, 428, NA, NA, 999, NA, NA, 488, NA, NA, 432, NA, NA, 360
Cádiz, 36.5216471, -6.2826008, 999, 36.5270612, -6.2885962, 597, 36.521647, -6.282601, 690, 10.94564, 123.28769, 527, 36.5216471, -6.2826008, 211
Darwin, 36.271613, -117.590605338157, 755, -12.4628271, 130.8417772, 547, 36.267997, -117.591735, 736, -12.46106, 130.84166, 569, 36.2716205, -117.590609726, 158
Naples, 40.8506962, 14.2463172, 669, 26.1420358, -81.7948103, 847, 40.850696, 14.246317, 58, 40.83999, 14.25176, 695, 40.8441164, 14.2422998, 553
Ife, 7.4813555, 4.5514063, 726, 7.466667, 4.566667, 808, 7.481356, 4.551406, 667, 7.48299, 4.55967, 347, 7.4813555, 4.5514063, 283
Uruk, 31.3216128, 45.638327, 487, 31.3243503, 45.6388031, 916, 39.190198, 37.968002, 551, 50.0468483, 107.9148483, 353, 31.3216128, 45.638327, 911
Volterra, 43.400337, 10.860019, 659, 43.399395, 10.8660333, 547, 43.400337, 10.860019, 629, 43.39996, 10.8589, 343, 43.400337, 10.860019, 939
Kerch, 45.3543692, 36.4546096, 576, 45.357314, 36.468293, 990, 45.354369, 36.45461, 529, 45.36195, 36.47027, 308, 45.3543692, 36.4546096, 933
Bilhorod-Dnistrovskyi, 46.1909823, 30.345784, 550, 46.183333, 30.333333, 552, 46.190982, 30.345784, 577, 46.19399, 30.34747, 995, 46.1909823, 30.345784, 751
Kyoto, 35.0185804, 135.763835, 0, 35.0116363, 135.7680294, 474, 35.01858, 135.763835, 699, 35.00027, 135.75236, 813, 35.0185804, 135.763835, 384
Shangqiu, 34.4339749, 115.6518394, 770, 34.414172, 115.65637, 892, 34.433975, 115.651839, 550, 34.41405, 115.65635, 347, 34.4339749, 115.6518394, 843
Cape Guardafui, 11.8330631, 51.2836084, 749, NA, NA, 912, 11.833063, 51.283608, 509, NA, NA, 603, 11.8330631, 51.2836084, 411
Byzantium, 52.1896962, 5.3874312, 944, 41.00527, 28.97696, 697, 50.951238, 0.733704, 547, NA, NA, 383, 52.1896962, 5.3874312, 294
Kish, 32.533333, 44.7, 644, 26.557778, 54.019444, 478, 32.533333, 44.7, 680, 52.77335, -6.17584, 328, 32.533333, 44.7, 140
Faiyum, 29.3388643, 30.6173681839891, 479, 29.3084021, 30.8428497, 525, 29.338864, 30.617368, 572, NA, NA, 295, 29.340737, 30.6196433757, 237
Smederevo, 44.6636063, 20.9283896, 579, 44.666667, 20.933333, 561, 44.663606, 20.92839, 656, 44.66385, 20.92886, 370, 44.6636063, 20.9283896, 952
Chur, 46.855515, 9.5254066, 618, 46.8572621, 9.5267305, 463, 46.855515, 9.525407, 729, 46.85029, 9.53125, 299, 46.855515, 9.5254066, 874
Antioch, 38.0049214, -121.805789, 624, 38.0049214, -121.805789, 734, 38.004921, -121.805789, 739, 38.01583, -121.81974, 298, 38.0049214, -121.805789, 838
Patala, -7.1164667, 108.5851929, 898, 20.1276109, 79.0030486, 513, -7.116467, 108.585193, 679, 20.12775, 79.00295, 787, -7.1164667, 108.5851929, 858
Zabala, 45.8937437, 26.1906414, 795, 45.887703, 26.189789, 537, 45.893744, 26.190641, 270, 45.8786, 26.18504, 288, 45.8937437, 26.1906414, 407
Marib, 15.3329113, 45.4522718680981, 549, 15.4700312, 45.3228575, 866, 15.332911, 45.452272, 949, 15.62131, 45.76773, 345, 15.33288245, 45.4522830369, 552
Zürich, 47.3685586, 8.5404434, 629, 47.3686498, 8.5391825, 893, 47.368559, 8.540443, 169, 47.37708, 8.53956, 598, 47.3685586, 8.5404434, 233
Stobi, 41.9952853, 21.4339728, 647, 41.0269917, 21.4125587, 493, 42.005139, 21.36065, 837, NA, NA, 475, 42.0051391, 21.3606505, 847
Fes, 34.0341156, -5.0133482, 786, 34.033333, -5, 485, 34.034116, -5.013348, 857, 34.0364113, -5.00316, 286, 34.0341156, -5.0133482, 327
Edinburgh, 55.9483399, -3.1932723, 637, 55.953252, -3.188267, 813, 55.94834, -3.193272, 849, 55.95416, -3.20277, 385, 55.9483399, -3.1932723, 656
Cusco, -13.5, -72, 339, -13.53195, -71.9674626, 869, -12.5, -72.5, 889, -13.51658, -71.97837, 511, -13.5, -72, 326
Lisbon, 38.7130574, -9.1380056, 677, 38.7222524, -9.1393366, 842, 38.713057, -9.138006, 787, 38.7257, -9.15025, 303, 38.7130574, -9.1380056, 732
Mantua, 45.1566683, 10.7917191, 670, 45.1564168, 10.7913751, 479, 45.156668, 10.791719, 94, 45.16542, 10.79243, 388, 45.1576186, 10.7929526, 43
Melbourne, -37.8142176, 144.9631608, 680, -37.814107, 144.96328, 92, -37.814218, 144.963161, 798, -37.81753, 144.96715, 366, -37.8142176, 144.9631608, 332
Xue, 35.7219943, 140.6460551, 87, 22.8957586, 120.3931962, 589, 35.721994, 140.646055, 719, 31.2967701, 117.1356735, 94, 35.7219943, 140.6460551, 961
Pyay, 18.816667, 95.216667, 475, 18.816667, 95.216667, 467, 18.816667, 95.216667, 589, -34.4486885, 140.4989624, 475, 18.816667, 95.216667, 828
Amsterdam, 52.3710088, 4.9001115, 50, 52.3702157, 4.8951679, 847, 52.371009, 4.900112, 967, 52.3731, 4.89329, 747, 52.3710088, 4.9001115, 314
Suzhou, 31.2984758, 120.622239, 218, 31.298886, 120.585316, 952, 31.298476, 120.622239, 597, 33.64594, 116.9639, 486, 31.2984758, 120.622239, 103
Luxor, 25.6964932, 32.6890611781109, 420, 25.6872431, 32.6396357, 598, 25.702096, 32.647186, 919, 25.70239, 32.64929, 285, 25.7020955, 32.6471859, 110
Quito, -0.2201687, -78.5120913, 635, -0.1806532, -78.4678382, 463, -0.220169, -78.512091, 68, -0.20567, -78.50875, 675, -0.2201687, -78.5120913, 769
Susa, 45.137543, 7.054607, 99, 45.1386144, 7.0484573, 916, 45.137543, 7.054607, 746, 35.82907, 10.63778, 416, 45.1372115, 7.0539789, 401
Chengdu, 30.6765553, 104.0612783, 586, 30.572269, 104.066541, 692, 30.676555, 104.061278, 559, 30.57196, 104.06471, 320, 30.6765553, 104.0612783, 886
Niniveh, 36.0367935, 42.3168623, 629, 39.3622722, -86.0847136, 931, 36.036794, 42.316862, 260, 42.1651802, -75.5347672, 387, 36.0367935, 42.3168623, 963
Corfu Kerkyra, 39.59127345, 19.8595525821119, 26, 39.6249838, 19.9223461, 556, NA, NA, 527, 39.61847, 19.90743, 287, 39.5912685, 19.8595552252, 883
Philadelphia, 39.952335, -75.163789, 567, 39.952335, -75.163789, 47, 39.952335, -75.163789, 566, 39.95228, -75.16245, 326, 39.952335, -75.163789, 674
Prague, 50.084819, 14.4177247, 586, 50.0755381, 14.4378005, 720, 50.084819, 14.417725, 600, 50.07908, 14.43323, 328, 50.0874401, 14.4212556, 268
Sofia, 42.6977149, 23.3230598, 937, 42.6977082, 23.3218675, 855, 42.697715, 23.32306, 185, 42.69717, 23.32435, 395, 42.6977149, 23.3230598, 64
Nanjing, 32.0609158, 118.7916065, 618, 32.060255, 118.796877, 461, 32.060916, 118.791606, 78, 32.05831, 118.79648, 483, 32.0609158, 118.7916065, 922
Samarqand, 39.6547869, 66.9758026, 515, 39.627012, 66.9749731, 466, 39.654787, 66.975803, 570, 39.64995, 66.9637, 358, 39.6436914, 66.9620061577, 843
Amesbury, 42.8584235, -70.9300548, 725, 42.8583925, -70.9300376, 898, 42.858424, -70.930055, 807, 42.85233, -70.93178, 313, 42.8584235, -70.9300548, 924
Pyongyang, 39.0798664, 125.958509485751, 641, 39.0392193, 125.7625241, 470, 39.079866, 125.958509, 637, 39.01196, 125.78686, 694, 39.0796615, 125.958709995, 939
Benares, -23.6973684, 143.8977684, 609, 25.3176452, 82.9739144, 480, NA, NA, 569, -20.49649, 57.58844, 267, -23.6973684, 143.8977684, 493
Copenhagen, 55.6867243, 12.5700724, 577, 55.6760968, 12.5683371, 838, 55.686724, 12.570072, 819, 55.67569, 12.5676, 294, 55.6867243, 12.5700724, 457
Jaunpur, 25.7984275, 82.48081531298, 509, 25.7490034, 82.6987002, 524, 25.798428, 82.480815, 679, 25.74507, 82.6824, 357, 25.79865045, 82.4808709774, 895
